,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,san luis,-33.3,-66.34,55.33,46,0,6.82,AR,1590628761
384,luanda,-8.84,13.23,75.2,83,20,3.36,AO,1590628612
385,eidsvag,62.78,8.07,46.4,70,100,26.4,NO,1590628762
386,ahmadpur east,29.14,71.26,90.52,11,0,7.49,PK,1590628762
387,coquimbo,-29.95,-71.34,52.41,88,62,1.54,CL,1590628762
388,wajir,1.75,40.06,77.38,79,100,14.58,KE,1590628563
389,gangarampur,25.4,88.52,76.95,87,94,13.8,IN,1590628763
390,gdov,58.74,27.81,50.67,81,96,6.51,RU,1590628763
391,leningradskiy,69.38,178.42,34.66,94,0,8.97,RU,1590628763
392,wairoa,-39.03,177.37,55.99,60,74,3.0,NZ,1590628763
393,darnah,32.77,22.64,64.45,71,19,13.82,LY,1590628763
394,tazovskiy,67.47,78.7,41.05,69,0,3.18,RU,1590628763
395,zhigansk,66.77,123.37,35.83,78,98,26.8,RU,1590628764
396,sonoita,31.85,-112.83,99.0,10,0,7.0,MX,1590628764
397,tucumcari,35.17,-103.72,87.8,15,1,17.22,US,1590628764
398,knysna,-34.04,23.05,59.0,51,31,11.41,ZA,1590628764
399,calabozo,8.92,-67.43,73.89,96,100,0.65,VE,1590628764
400,gornopravdinsk,60.05,69.9,53.8,67,97,7.7,RU,1590628765
401,tabou,4.42,-7.35,78.82,87,100,8.23,CI,1590628765
402,xuddur,4.12,43.89,74.16,83,0,13.4,SO,1590628765
403,ixtapa,20.7,-105.2,78.01,73,90,10.29,MX,1590628765
404,samoded,63.61,40.51,44.98,81,0,2.62,RU,1590628765
405,san carlos de bariloche,-41.15,-71.31,37.4,69,0,4.7,AR,1590628686
406,galveston,29.37,-94.97,71.6,83,75,10.29,US,1590628766
407,san patricio,19.22,-104.7,77.0,78,5,11.41,MX,1590628767
408,oksbol,55.63,8.29,48.0,93,0,9.17,DK,1590628767
409,yaguajay,22.33,-79.24,79.48,88,100,10.04,CU,1590628767
410,the valley,18.22,-63.06,82.99,83,20,2.24,AI,1590628767
411,jizan,17.33,42.67,87.8,52,0,8.05,SA,1590628767
412,jurm,36.86,70.83,63.0,51,89,2.06,AF,1590628768
413,zorgo,12.25,-0.62,85.26,44,22,3.8,BF,1590628768
414,kerrobert,51.92,-109.13,59.0,41,20,26.4,CA,1590628768
415,boguchany,58.38,97.45,50.04,49,48,5.08,RU,1590628768
416,eregli,37.51,34.05,54.88,43,0,0.65,TR,1590628769
417,gidam,18.98,81.4,82.02,63,12,4.14,IN,1590628745
418,jumla,29.27,82.18,57.09,48,95,3.53,NP,1590628769
419,faro,37.02,-7.93,71.6,60,0,6.93,PT,1590628507
420,guarapari,-20.67,-40.5,62.6,88,20,2.24,BR,1590628769
421,luwuk,-0.95,122.79,84.83,66,98,4.12,ID,1590628601
422,emerald,-23.53,148.17,72.0,33,0,1.12,AU,1590628770
423,berezovka,53.72,25.5,47.61,93,89,4.18,BY,1590628770
424,saint george,37.1,-113.58,100.4,9,1,12.75,US,1590628770
425,pietarsaari,63.65,22.68,48.2,61,2,9.17,FI,1590628771
426,saint simons,31.14,-81.39,78.8,88,1,8.05,US,1590628711
427,talaya,61.38,152.75,43.03,60,0,12.19,RU,1590628771
428,abha,18.22,42.51,66.2,63,0,4.7,SA,1590628755
429,katsuura,35.13,140.3,72.0,68,75,8.05,JP,1590628771
430,yar-sale,66.83,70.83,48.25,51,51,9.37,RU,1590628771
431,khorramabad,33.49,48.36,66.38,45,0,3.42,IR,1590628772
432,bonnyville,54.27,-110.73,51.8,66,75,14.99,CA,1590628772
433,liverpool,53.41,-2.98,57.2,71,58,6.93,GB,1590628700
434,rio grande,-32.03,-52.1,45.0,96,0,6.33,BR,1590628545
435,ayan,56.45,138.17,37.04,93,99,8.21,RU,1590628772
436,forestville,38.85,-76.88,75.99,78,1,8.05,US,1590628773
437,bugiri,0.57,33.74,63.86,91,20,1.92,UG,1590628773
438,wawa,9.9,4.42,80.73,77,68,3.49,NG,1590628773
439,calituban,10.24,124.29,89.6,66,40,6.93,PH,1590628773
440,rocha,-34.48,-54.33,51.12,82,0,7.58,UY,1590628773
441,republic,37.12,-93.48,62.6,93,20,3.36,US,1590628774
442,baykalovo,57.4,63.77,57.18,82,80,13.56,RU,1590628774
443,providencia,28.72,-111.58,90.0,33,0,3.0,MX,1590628774
444,okha,53.57,142.95,42.73,65,61,9.22,RU,1590628774
445,comodoro rivadavia,-45.87,-67.5,48.2,66,0,6.93,AR,1590628581
446,clyde river,70.47,-68.59,26.6,92,90,4.7,CA,1590628775
447,honiara,-9.43,159.95,89.6,70,40,9.17,SB,1590628775
448,kavaratti,10.57,72.64,84.83,78,84,13.33,IN,1590628775
449,mizdah,31.45,12.98,59.86,81,0,10.56,LY,1590628775
450,zory,50.05,18.7,48.0,93,40,2.68,PL,1590628775
451,sinaloa,25.0,-107.5,80.6,65,5,9.17,MX,1590628776
452,shizunai,42.33,142.37,54.68,80,36,10.76,JP,1590628558
453,znamenskoye,57.13,73.83,52.93,65,98,1.34,RU,1590628776
454,yining,29.04,114.56,75.11,77,100,0.4,CN,1590628776
455,lompoc,34.64,-120.46,71.01,77,1,11.41,US,1590628727
456,kisaran,2.98,99.62,78.19,91,100,2.64,ID,1590628777
457,omsukchan,62.53,155.8,35.13,83,21,11.41,RU,1590628777
458,lodja,-3.48,23.43,72.19,86,0,1.45,CD,1590628580
459,ranfurly,-45.13,170.1,50.0,68,100,1.01,NZ,1590628777
460,sirpur,19.48,79.6,89.17,54,0,10.8,IN,1590628744
461,narsaq,60.92,-46.05,37.4,80,73,2.24,GL,1590628778
462,manono,-7.3,27.42,70.77,61,0,2.73,CD,1590628778
463,hamilton,39.18,-84.53,75.2,83,40,3.36,US,1590628778
464,muros,42.78,-9.06,68.0,82,0,4.7,ES,1590628778
465,rizhao,35.43,119.46,74.64,40,0,5.12,CN,1590628779
466,putina,-15.47,-69.43,41.5,66,0,4.88,PE,1590628779
467,vila velha,-20.33,-40.29,62.6,88,20,2.24,BR,1590628779
468,tabuk,17.42,121.44,84.11,70,59,3.69,PH,1590628779
469,paamiut,61.99,-49.67,35.87,85,73,19.66,GL,1590628779
470,ust-kut,56.79,105.77,47.62,53,66,10.38,RU,1590628780
471,westport,41.14,-73.36,66.2,88,1,8.05,US,1590628780
472,arlit,18.74,7.39,87.71,26,100,10.42,NE,1590628701
473,teseney,15.11,36.66,87.98,28,29,0.47,ER,1590628566
474,shaunavon,49.65,-108.42,56.44,47,72,20.24,CA,1590628780
475,kudahuvadhoo,2.67,72.89,83.53,77,27,12.37,MV,1590628781
476,dalmatovo,56.26,62.94,57.27,85,100,12.55,RU,1590628781
477,puerto leguizamo,-0.19,-74.78,73.67,87,96,0.74,CO,1590628781
478,umm lajj,25.02,37.27,79.88,57,0,11.32,SA,1590628781
479,horki,54.29,30.98,48.63,85,100,1.88,BY,1590628781
480,boende,-0.22,20.87,74.05,89,82,1.12,CD,1590628782
481,poddorye,57.47,31.12,48.9,82,77,3.27,RU,1590628782
482,olinda,-8.01,-34.86,82.4,78,40,3.36,BR,1590628782
483,tateyama,34.98,139.87,71.6,64,40,13.87,JP,1590628782
484,port hedland,-20.32,118.57,66.2,55,23,11.41,AU,1590628782
485,talnakh,69.49,88.4,32.0,88,75,11.18,RU,1590628783
486,baiyin,36.56,104.21,51.8,62,0,6.71,CN,1590628783
487,bataipora,-22.3,-53.27,54.93,75,0,3.22,BR,1590628783
488,hirara,24.8,125.28,80.6,83,75,6.93,JP,1590628783
489,erzin,36.96,36.2,68.0,87,0,2.91,TR,1590628784
490,chapada dos guimaraes,-15.46,-55.75,69.8,60,0,4.7,BR,1590628784
491,champerico,14.3,-91.92,83.98,72,100,7.05,GT,1590628784
492,naze,28.37,129.48,78.8,65,20,12.75,JP,1590628784
493,lesnoy,57.62,63.08,57.22,86,100,12.3,RU,1590628784
494,airai,-8.93,125.41,70.32,82,0,1.72,TL,1590628785
495,benguela,-12.58,13.41,70.68,76,24,2.46,AO,1590628785
496,perigueux,45.18,0.72,62.01,59,0,5.1,FR,1590628785
497,poshekhonye,58.5,39.14,45.72,85,0,1.39,RU,1590628785
498,kinna,57.51,12.69,46.4,75,0,4.7,SE,1590628602
499,kedrovyy,56.17,91.82,44.6,87,75,11.18,RU,1590628786
500,axim,4.87,-2.24,79.09,90,100,7.31,GH,1590628786
501,christchurch,-43.53,172.63,54.0,76,59,11.41,NZ,1590628528
502,humberto de campos,-2.6,-43.46,75.9,91,0,4.23,BR,1590628787
503,joutseno,61.12,28.51,55.4,71,100,5.82,FI,1590628787
504,pasni,25.26,63.47,85.03,80,0,19.73,PK,1590628787
505,labuhan,-6.88,112.21,81.21,82,100,7.18,ID,1590628787
506,bubaque,11.28,-15.83,79.07,82,56,14.14,GW,1590628787
507,bumba,2.18,22.47,74.23,88,5,1.63,CD,1590628788
508,vanimo,-2.67,141.3,86.77,63,91,5.79,PG,1590628788
509,hovd,48.01,91.64,37.83,76,100,7.0,MN,1590628788
510,chabahar,25.29,60.64,85.37,81,0,0.72,IR,1590628788
511,lorengau,-2.02,147.27,86.76,62,61,2.64,PG,1590628789
512,kihei,20.79,-156.47,86.0,51,40,20.8,US,1590628272
513,teknaf,20.86,92.31,82.72,82,34,3.78,BD,1590628789
514,armidale,-30.52,151.65,55.99,62,0,4.0,AU,1590628789
515,horsham,51.06,-0.33,55.4,82,68,6.93,GB,1590628772
516,bjorkelangen,59.88,11.57,48.99,66,30,1.01,NO,1590628790
517,broome,42.25,-75.83,73.0,64,1,5.82,US,1590628790
518,garbolovo,60.34,30.5,46.99,59,12,7.9,RU,1590628790
519,annau,37.89,58.52,73.4,49,20,13.87,TM,1590628790
520,zeya,53.75,127.27,74.05,34,0,5.06,RU,1590628790
521,ibra,22.69,58.53,78.17,62,32,0.6,OM,1590628791
522,muncar,-8.43,114.33,80.96,82,100,0.49,ID,1590628791
523,cayenne,4.93,-52.33,77.0,100,75,1.12,GF,1590628537
524,trinidad,-14.83,-64.9,64.72,74,98,1.88,BO,1590628558
525,kaitong,44.81,123.15,70.66,40,0,12.41,CN,1590628792
526,machiques,10.06,-72.55,80.51,76,22,3.65,VE,1590628792
527,evans,33.53,-82.13,75.2,78,90,6.93,US,1590628792
528,malanje,-9.54,16.34,65.34,82,78,3.4,AO,1590628792
529,yunyang,33.45,112.71,83.79,24,68,2.33,CN,1590628792
530,masuguru,-11.37,38.42,68.63,93,0,3.06,TZ,1590628793
531,hibbing,47.43,-92.94,77.0,36,40,3.36,US,1590628793
532,jiaozuo,35.24,113.23,84.63,17,0,6.08,CN,1590628793
533,mersing,2.43,103.84,77.0,100,40,4.7,MY,1590628793
534,dingle,11.0,122.67,88.88,62,0,1.88,PH,1590628794
535,pozo colorado,-23.49,-58.8,58.84,61,0,5.06,PY,1590628794
536,mollendo,-17.02,-72.01,64.47,78,0,4.43,PE,1590628663
537,katrineholm,59.0,16.21,42.01,100,0,4.41,SE,1590628794
538,la asuncion,11.03,-63.86,91.4,63,68,14.99,VE,1590628794
539,liusha,27.21,108.59,64.51,82,100,1.34,CN,1590628795
540,sorland,67.67,12.69,43.59,81,100,21.36,NO,1590628795
541,west bay,19.37,-81.42,84.2,83,20,2.24,KY,1590628795
542,ambon,-3.7,128.18,87.8,70,40,3.36,ID,1590628795
543,obo,5.4,26.49,68.99,89,100,3.06,CF,1590628795
544,wete,-5.06,39.73,75.74,92,74,6.55,TZ,1590628796
545,mackay,-21.15,149.2,73.0,68,0,6.93,AU,1590628796
546,turochak,52.26,87.12,49.96,63,0,1.66,RU,1590628797
547,muromtsevo,56.37,75.24,52.83,63,87,2.42,RU,1590628797
548,nishihara,26.18,127.76,80.6,100,75,6.93,JP,1590628797
549,rudnya,54.95,31.09,48.06,82,100,1.25,RU,1590628797
550,peyima,8.7,-11.03,72.66,96,100,1.95,SL,1590628797
551,pastavy,55.12,26.83,47.39,86,91,3.78,BY,1590628798
552,miami,25.77,-80.19,82.4,88,90,5.82,US,1590628621
553,caravelas,-17.71,-39.25,72.07,72,0,8.86,BR,1590628798
554,sobolevo,54.43,31.9,48.25,87,100,1.7,RU,1590628798
555,egvekinot,66.32,-179.17,32.59,100,100,5.32,RU,1590628798
556,talcahuano,-36.72,-73.12,54.14,72,60,6.4,CL,1590628687
557,saint-leu,-21.15,55.28,69.8,52,0,8.05,RE,1590628799
558,leeuwarden,53.2,5.81,51.01,93,0,6.93,NL,1590628799
559,brigantine,39.41,-74.36,66.2,88,40,5.82,US,1590628799
560,gobabis,-22.45,18.97,41.0,56,0,2.24,NA,1590628799
561,phan thiet,10.93,108.1,86.38,68,100,6.87,VN,1590628799
562,katobu,-4.94,122.53,81.72,83,100,4.14,ID,1590628800
563,carupano,10.67,-63.26,79.3,82,97,7.87,VE,1590628800
564,port macquarie,-31.43,152.92,71.01,70,0,5.53,AU,1590628800
565,vardo,70.37,31.11,44.19,87,100,14.7,NO,1590628800
566,ulladulla,-35.35,150.47,64.99,63,1,8.05,AU,1590628800
567,warrnambool,-38.38,142.48,57.0,87,3,9.84,AU,1590628801
568,yantal,56.85,105.25,46.85,55,76,10.22,RU,1590628801
569,panorama,40.59,23.03,60.8,67,20,10.29,GR,1590628539
570,auki,-8.77,160.7,87.1,64,55,3.78,SB,1590628801
571,kulhudhuffushi,6.62,73.07,84.33,77,100,14.99,MV,1590628779
572,jaggayyapeta,16.9,80.1,84.9,78,43,7.36,IN,1590628802
573,taoudenni,22.68,-3.98,84.83,32,0,7.25,ML,1590628802
574,piacabucu,-10.41,-36.43,78.21,89,100,6.26,BR,1590628802
575,sakakah,29.97,40.21,75.2,38,20,12.75,SA,1590628802
576,ramanathapuram,9.38,78.83,84.56,68,0,6.69,IN,1590628802
577,batagay-alyta,67.8,130.41,29.66,93,100,11.05,RU,1590628803
578,xiaoweizhai,26.19,107.51,65.68,74,93,1.95,CN,1590628803
579,kaputa,-8.47,29.66,67.89,72,0,2.73,ZM,1590628803
580,verkhoyansk,67.54,133.38,39.58,72,100,12.01,RU,1590628803
581,kashi,39.45,75.98,75.2,17,0,13.42,CN,1590628803
582,kralendijk,12.15,-68.27,82.4,78,56,14.99,BQ,1590628804
583,shirokiy,49.76,129.52,69.71,49,0,7.29,RU,1590628804
